,sig_e,sig_s,sig_u,sig_eps,rho,tau,r,seed,sp1.A,sp2.A,sp1.B,sp2.B,sp1.a0,sp2.a0,sp1.b0,sp2.b0,sp1.n0,sp2.n0,sp1.kar,sp2.kar,sp1.Gaa,sp2.Gaa,sp1.Gbb,sp2.Gbb,sp1.grow,sp2.grow,sp1.plast,sp2.plast,runid,sp1.a,sp2.a,sp1.b,sp2.b,sp1.n,sp2.n,sp1.z,sp2.z,sp1.astd,sp2.astd,sp1.bstd,sp2.bstd,sp1.nstd,sp2.nstd,sp1.zstd,sp2.zstd,dela,delb,delz,delastd,delzstd,delbstd
run_00001318,0.7071067811865476,31.30814590485997,8.774964387392123,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1318,5.000000001807071,4.999999998192929,0.0,0.0,30040.15629479455,30040.15629479455,5.000000001807067,4.999999998192933,1.991795791079941e-10,1.991795791079941e-10,0.0,0.0,7.8580342233181e-10,7.8580342233181e-10,1.9917957907510508e-10,1.9917957907510508e-10,3.6141346341657882e-09,0.0,3.6141346341657882e-09,3.9835915815018725e-10,3.9835915815018725e-10,0.0
run_00001319,0.7071067811865476,31.30814590485997,8.888194417315589,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1319,5.000000000821123,4.999999999178877,0.0,0.0,30035.280833221546,30035.280833221546,5.000000000821122,4.999999999178878,9.427061092961467e-11,9.427061092961467e-11,0.0,0.0,9.276845958083868e-10,9.276845958083868e-10,9.427061092539716e-11,9.427061092539716e-11,1.642243667273389e-09,0.0,1.642243667273389e-09,1.885412218507942e-10,1.885412218507942e-10,0.0
run_00001320,0.7071067811865476,31.793081008294873,1.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1320,7.777697321144316,2.2223026788552627,0.0,0.0,79515.681556297,79515.68155629697,7.777697321144543,2.2223026788553724,2.2648549702353193e-13,1.1013412404281553e-13,0.0,0.0,1.9354047253727913e-09,1.775333657860756e-09,0.0,4.440892098500626e-16,5.555394642289172,0.0,5.555394642289172,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001321,0.7071067811865476,31.793081008294873,1.7320508075688772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1321,8.531200787745721,1.4687992122536648,0.0,0.0,61924.28492626225,61924.28492626167,8.531200787745892,1.4687992122536828,1.7408297026122455e-13,1.8207657603852567e-14,0.0,0.0,1.7316779121756554e-09,2.168235369026661e-09,3.552713678800501e-15,2.220446049250313e-16,7.0624015754922125,0.0,7.0624015754922125,0.0,0.0,0.0
run_00001322,0.7071067811865476,31.793081008294873,2.23606797749979,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1322,9.00191519084149,0.9980848091583439,0.0,0.0,56293.180116401025,56293.180116400355,9.00191519084117,0.998084809158303,3.1796787425264483e-13,4.1300296516055823e-14,0.0,0.0,1.8335413187742233e-09,1.1350493878126144e-09,1.7763568394002505e-15,4.440892098500626e-16,8.003830381682873,0.0,8.003830381682873,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001323,0.7071067811865476,31.793081008294873,2.6457513110645907,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1323,9.328466073388347,0.6715339266106853,0.0,0.0,52804.25825631981,52804.2582563173,9.328466073388684,0.6715339266107165,3.3573144264664734e-13,3.11972669919669e-14,0.0,0.0,8.87666828930378e-10,1.6807462088763714e-09,1.7763568394002505e-15,0.0,8.656932146777963,0.0,8.656932146777963,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001324,0.7071067811865476,31.793081008294873,3.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1324,9.562444373104542,0.4375556268947448,0.0,0.0,50163.49125589548,50163.49125589438,9.562444373104565,0.4375556268947269,2.1316282072803006e-14,1.787459069646502e-14,0.0,0.0,1.8480932340025902e-09,7.494236342608929e-10,1.7763568394002505e-15,5.551115123125783e-17,9.124888746209836,0.0,9.124888746209836,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001325,0.7071067811865476,31.793081008294873,3.3166247903554,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1325,9.729515497001175,0.27048450299850507,0.0,0.0,47984.16309834986,47984.16309834624,9.729515497000705,0.27048450299850746,4.707345624410664e-13,2.3869795029440866e-15,0.0,0.0,1.1496013030409813e-09,1.4551915228366852e-10,0.0,0.0,9.459030994002202,0.0,9.459030994002202,3.552713678800501e-15,3.552713678800501e-15,0.0
run_00001326,0.7071067811865476,31.793081008294873,3.605551275463989,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1326,9.844496613623068,0.15550338637592664,0.0,0.0,46104.53275801369,46104.53275801239,9.844496613623168,0.15550338637592898,1.0125233984581428e-13,2.3314683517128287e-15,0.0,0.0,1.6661942936480045e-09,2.3283064365386963e-10,1.7763568394002505e-15,0.0,9.68899322724724,0.0,9.68899322724724,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001327,0.7071067811865476,31.793081008294873,3.872983346207417,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1327,9.916744729605478,0.08325527039400463,0.0,0.0,44442.17622434669,44442.17622434164,9.91674472960499,0.08325527039400257,4.902744876744691e-13,2.040034807748725e-15,0.0,0.0,2.4010660126805305e-10,1.5061232261359692e-09,1.7763568394002505e-15,1.3877787807814457e-17,9.833489459210986,0.0,9.833489459210986,0.0,0.0,0.0
run_00001328,0.7071067811865476,31.793081008294873,4.123105625617661,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1328,9.952512167401155,0.04748783259788541,0.0,0.0,42949.08254493771,42949.08254493309,9.952512167400979,0.04748783259788691,1.7763568394002505e-13,1.5057399771478686e-15,0.0,0.0,3.2741809263825417e-10,1.8917489796876907e-10,1.7763568394002505e-15,6.938893903907228e-18,9.905024334803091,0.0,9.905024334803091,0.0,0.0,0.0
run_00001329,0.7071067811865476,31.793081008294873,4.358898943540674,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1329,9.956117077850932,0.04388292214757397,0.0,0.0,41594.420052563844,41594.42005255827,9.95611707785116,0.043882922147572945,2.255973186038318e-13,1.0269562977782698e-15,0.0,0.0,3.128661774098873e-10,6.111804395914078e-10,1.7763568394002505e-15,0.0,9.912234155703585,0.0,9.912234155703585,0.0,0.0,0.0
run_00001330,0.7071067811865476,31.793081008294873,4.58257569495584,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1330,9.93057662233302,0.06942337766584394,0.0,0.0,40356.85906365049,40356.85906364518,9.93057662233274,0.06942337766584482,2.788880237858393e-13,8.604228440844963e-16,0.0,0.0,8.076312951743603e-10,7.275957614183426e-11,0.0,1.3877787807814457e-17,9.861153244666895,0.0,9.861153244666895,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001331,0.7071067811865476,31.793081008294873,4.795831523312719,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1331,9.877967322145508,0.12203267785317716,0.0,0.0,39220.75746271501,39220.757462708636,9.877967322145244,0.12203267785317305,2.646771690706373e-13,4.121702978920894e-15,0.0,0.0,5.529727786779404e-10,1.469743438065052e-09,0.0,1.3877787807814457e-17,9.755934644292072,0.0,9.755934644292072,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001332,0.7071067811865476,31.793081008294873,5.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1332,9.799632340451346,0.20036765954699837,0.0,0.0,38174.099971264935,38174.099971258074,9.79963234045124,0.20036765954699962,1.0658141036401503e-13,1.2212453270876722e-15,0.0,0.0,1.0113581083714962e-09,6.693881005048752e-10,0.0,2.7755575615628914e-17,9.59926468090424,0.0,9.59926468090424,0.0,0.0,0.0
run_00001333,0.7071067811865476,31.793081008294873,5.196152422706632,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1333,9.696293061797979,0.3037069382000934,0.0,0.0,37207.308314298985,37207.30831428819,9.696293061797935,0.3037069382000909,4.618527782440651e-14,2.55351295663786e-15,0.0,0.0,4.802132025361061e-10,2.0372681319713593e-10,1.7763568394002505e-15,5.551115123125783e-17,9.392586123597845,0.0,9.392586123597845,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001334,0.7071067811865476,31.793081008294873,5.385164807134504,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1334,9.56809162925739,0.4319083707401556,0.0,0.0,36312.51599083152,36312.51599081823,9.568091629257617,0.43190837074013827,2.255973186038318e-13,1.715294573045867e-14,0.0,0.0,4.729372449219227e-10,6.621121428906918e-10,1.7763568394002505e-15,1.6653345369377348e-16,9.136183258517478,0.0,9.136183258517478,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001335,0.7071067811865476,31.793081008294873,5.5677643628300215,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1335,9.41457280985077,0.5854271901465266,0.0,0.0,35483.105820589255,35483.105820574616,9.41457280985099,0.585427190146521,2.2026824808563106e-13,5.440092820663267e-15,0.0,0.0,9.458744898438454e-11,4.2928149923682213e-10,0.0,1.1102230246251565e-16,8.829145619704464,0.0,8.829145619704464,3.552713678800501e-15,3.552713678800501e-15,0.0
run_00001336,0.7071067811865476,31.793081008294873,5.744562646538029,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1336,9.234598471792799,0.765401528204094,0.0,0.0,34713.403504811475,34713.40350479439,9.234598471793023,0.7654015282040753,2.220446049250313e-13,1.865174681370263e-14,0.0,0.0,2.1100277081131935e-10,9.677023626863956e-10,1.7763568394002505e-15,1.1102230246251565e-16,8.469196943588944,0.0,8.469196943588944,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00001337,0.7071067811865476,31.793081008294873,5.916079783099616,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1337,9.026168991465887,0.9738310085310904,0.0,0.0,33998.46767415896,33998.46767413789,9.026168991465738,0.9738310085310689,1.509903313490213e-13,6.762570671530283e-14,0.0,0.0,1.0530176570830622e-09,1.0293484404264425e-09,1.7763568394002505e-15,6.406679501449812e-14,8.052337982934667,0.0,8.052337982934667,6.407847843085373e-14,6.407847843085373e-14,0.0
run_00001338,0.7071067811865476,31.793081008294873,6.082762530298219,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1338,8.786092478686388,1.213907521313533,0.0,0.0,33333.94171788851,33333.94171788819,8.786092478686431,1.2139075213135335,6.02557600787398e-12,6.030129106176938e-12,0.0,0.0,8.206108661140665e-09,8.159170607590732e-09,6.025424162734963e-12,6.0301290849489715e-12,7.572184957372897,0.0,7.572184957372897,1.2055476003322252e-11,1.2055476003322252e-11,0.0
run_00001339,0.7071067811865476,31.793081008294873,6.244997998398398,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1339,8.509370179093956,1.4906298209060658,0.0,0.0,32715.94636169623,32715.946361696526,8.509370179093976,1.4906298209060622,1.2023977962977962e-09,1.202400882530109e-09,0.0,0.0,1.4658276783786227e-06,1.4657962676956433e-06,1.2023977961489618e-09,1.202400882525338e-09,7.018740358187912,0.0,7.018740358187912,2.4047986814667336e-09,2.4047986814667336e-09,0.0
run_00001340,0.7071067811865476,31.793081008294873,6.4031242374328485,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1340,8.187981612263659,1.8120183877362945,0.0,0.0,32140.998438203176,32140.99843820271,8.187981612263657,1.8120183877362908,1.4708920534924842e-07,1.470891983721002e-07,0.0,0.0,0.0001581316472819243,0.00015813172432730074,1.4708920534924813e-07,1.4708919837210023e-07,6.375963224527367,0.0,6.375963224527367,2.941784037287438e-07,2.941784037287438e-07,0.0
run_00001341,0.7071067811865476,31.793081008294873,6.557438524302,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1341,7.808078327038837,2.1919216729611204,0.0,0.0,31605.831309226884,31605.83130922659,7.808078327038853,2.1919216729611204,1.0826245451564002e-05,1.082624545039451e-05,0.0,0.0,0.009957336155830698,0.009957336170269095,1.0826245451564e-05,1.0826245450394526e-05,5.6161566540777335,0.0,5.6161566540777335,2.1652490901983233e-05,2.1652490901983233e-05,0.0
run_00001342,0.7071067811865476,31.793081008294873,6.708203932499369,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1342,7.33520258669099,2.6647974133090524,0.0,0.0,31101.71311771098,31101.71311771139,7.335202586690986,2.6647974133090457,0.00043503349223134887,0.0004350334922311301,0.0,0.0,0.3236090026845337,0.3236090026805247,0.000435033492231349,0.00043503349223112997,4.670405173381939,0.0,4.670405173381939,0.0008700669844624822,0.0008700669844624822,0.0
run_00001343,0.7071067811865476,31.793081008294873,6.855654600401044,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1343,6.513132465769,3.486867534231046,0.0,0.0,30535.264684482234,30535.26468448339,6.513132465769011,3.486867534231049,0.004786938251421847,0.00478693825142073,0.0,0.0,2.274148363613898,2.2741483635825497,0.0047869382514218435,0.004786938251420731,3.0262649315379613,0.0,3.0262649315379613,0.009573876502842573,0.009573876502842573,0.0
run_00001344,0.7071067811865476,31.793081008294873,7.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1344,5.367089960040937,4.632910039959061,0.0,0.0,30175.07906248654,30175.07906248654,5.36708996004094,4.63291003995906,0.0003952218168189945,0.0003952218168189945,0.0,0.0,0.043883128371399134,0.043883128371399134,0.00039522181681899446,0.00039522181681899446,0.7341799200818805,0.0,0.7341799200818805,0.000790443633637989,0.000790443633637989,0.0
run_00001345,0.7071067811865476,31.793081008294873,7.14142842854285,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1345,5.058862221319898,4.941137778680104,0.0,0.0,30143.32995194522,30143.32995194522,5.058862221319887,4.941137778680113,0.0005533514306100994,0.0005533514306100984,0.0,0.0,0.00912226819788153,0.00912226819788153,0.0005533514306100988,0.0005533514306100988,0.11772444263977282,0.0,0.11772444263977282,0.0011067028612201976,0.0011067028612201976,0.0
run_00001346,0.7071067811865476,31.793081008294873,7.280109889280518,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1346,5.01028622923767,4.989713770762329,0.0,0.0,30131.919265053948,30131.919265053948,5.010286229237677,4.989713770762323,0.0002017264194612735,0.00020172641946127366,0.0,0.0,0.0005367256538379478,0.0005367256538379478,0.00020172641946127363,0.00020172641946127363,0.02057245847535463,0.0,0.02057245847535463,0.0004034528389225473,0.0004034528389225473,0.0
run_00001347,0.7071067811865476,31.793081008294873,7.416198487095663,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1347,5.0020244126834115,4.9979755873165885,0.0,0.0,30121.75893749912,30121.75893749912,5.002024412683425,4.997975587316575,5.891805518090575e-05,5.891805518090575e-05,0.0,0.0,2.8481708318033696e-05,2.8481708318033696e-05,5.891805518090573e-05,5.891805518090573e-05,0.004048825366849519,0.0,0.004048825366849519,0.00011783611036181145,0.00011783611036181145,0.0
run_00001348,0.7071067811865476,31.793081008294873,7.54983443527075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1348,5.0004450886773455,4.9995549113226545,0.0,0.0,30112.320350141086,30112.320350141086,5.000445088677341,4.999554911322659,1.6886964383191293e-05,1.6886964383191293e-05,0.0,0.0,1.6558464488311344e-06,1.6558464488311344e-06,1.6886964383191296e-05,1.6886964383191296e-05,0.0008901773546839378,0.0,0.0008901773546839378,3.3773928766382585e-05,3.3773928766382585e-05,0.0
run_00001349,0.7071067811865476,31.793081008294873,7.681145747868608,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1349,5.000108204576997,4.999891795423003,0.0,0.0,30103.51941733494,30103.51941733494,5.000108204576983,4.999891795423017,4.997643063058034e-06,4.997643063058034e-06,0.0,0.0,1.0980530323984557e-07,1.0980530323984557e-07,4.9976430630580364e-06,4.9976430630580364e-06,0.00021640915396642976,0.0,0.00021640915396642976,9.995286126116073e-06,9.995286126116073e-06,0.0
run_00001350,0.7071067811865476,31.793081008294873,7.810249675906654,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1350,5.000028812569145,4.999971187430855,0.0,0.0,30095.293286976364,30095.293286976364,5.000028812569152,4.999971187430848,1.5529883271907807e-06,1.5529883271907807e-06,0.0,0.0,8.364516193361568e-09,8.364516193361568e-09,1.55298832719078e-06,1.55298832719078e-06,5.762513830292406e-05,0.0,5.762513830292406e-05,3.10597665438156e-06,3.10597665438156e-06,0.0
run_00001351,0.7071067811865476,31.793081008294873,7.937253933193772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1351,5.000008332832844,4.999991667167156,0.0,0.0,30087.587412170218,30087.587412170218,5.00000833283285,4.99999166716715,5.09375153009134e-07,5.09375153009134e-07,0.0,0.0,1.3545803541357823e-09,1.3545803541357823e-09,5.093751530091343e-07,5.093751530091343e-07,1.6665665701070112e-05,0.0,1.6665665701070112e-05,1.0187503060182686e-06,1.0187503060182686e-06,0.0
run_00001352,0.7071067811865476,31.793081008294873,8.06225774829855,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1352,5.000002597984612,4.999997402015388,0.0,0.0,30080.353949524488,30080.353949524488,5.0000025979846185,4.9999974020153815,1.7644970570508665e-07,1.7644970570508665e-07,0.0,0.0,1.6277518068000418e-10,1.6277518068000418e-10,1.7644970570508657e-07,1.7644970570508657e-07,5.195969237875745e-06,0.0,5.195969237875745e-06,3.5289941141017313e-07,3.5289941141017313e-07,0.0
run_00001353,0.7071067811865476,31.793081008294873,8.18535277187245,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1353,5.000000867450318,4.999999132549682,0.0,0.0,30073.550748273312,30073.550748273312,5.000000867450308,4.999999132549692,6.445688261575169e-08,6.445688261575169e-08,0.0,0.0,8.184920240976782e-10,8.184920240976782e-10,6.445688261575076e-08,6.445688261575076e-08,1.7349006150281638e-06,0.0,1.7349006150281638e-06,1.2891376523150152e-07,1.2891376523150152e-07,0.0
run_00001354,0.7071067811865476,31.793081008294873,8.306623862918075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1354,5.000000308369258,4.999999691630742,0.0,0.0,30067.14052742761,30067.14052742761,5.000000308369266,4.999999691630734,2.4770604018721546e-08,2.4770604018721546e-08,0.0,0.0,7.735660921508637e-10,7.735660921508637e-10,2.4770604018720378e-08,2.4770604018720378e-08,6.167385312764886e-07,0.0,6.167385312764886e-07,4.954120803744074e-08,4.954120803744074e-08,0.0
run_00001355,0.7071067811865476,31.793081008294873,8.426149773176359,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1355,5.000000116105047,4.999999883894953,0.0,0.0,30061.090192215728,30061.090192215728,5.000000116105043,4.999999883894957,9.986576396670632e-09,9.986576396670632e-09,0.0,0.0,1.4988472685217857e-09,1.4988472685217857e-09,9.986576396669406e-09,9.986576396669406e-09,2.3221008473796017e-07,0.0,2.3221008473796017e-07,1.9973152793338783e-08,1.9973152793338783e-08,0.0
run_00001356,0.7071067811865476,31.793081008294873,8.54400374531753,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1356,5.000000046085365,4.999999953914635,0.0,0.0,30055.370262531844,30055.370262531844,5.000000046085371,4.999999953914629,4.211736456389638e-09,4.211736456389638e-09,0.0,0.0,5.347828846424818e-10,5.347828846424818e-10,4.211736456383317e-09,4.211736456383317e-09,9.217074456234381e-08,0.0,9.217074456234381e-08,8.423472912766286e-09,8.423472912766286e-09,0.0
run_00001357,0.7071067811865476,31.793081008294873,8.660254037844387,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1357,5.000000019204265,4.999999980795735,0.0,0.0,30049.95439254295,30049.95439254295,5.000000019204271,4.999999980795729,1.8528706792219317e-09,1.8528706792219317e-09,0.0,0.0,1.102307578548789e-09,1.102307578548789e-09,1.8528706792122523e-09,1.8528706792122523e-09,3.8408541676691385e-08,0.0,3.8408541676691385e-08,3.7057413584244773e-09,3.7057413584244773e-09,0.0
run_00001358,0.7071067811865476,31.793081008294873,8.774964387392123,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1358,5.000000008370112,4.999999991629888,0.0,0.0,30044.818964941307,30044.818964941307,5.000000008370113,4.999999991629887,8.479910210992666e-10,8.479910210992666e-10,0.0,0.0,1.2696546036750078e-09,1.2696546036750078e-09,8.479910210987619e-10,8.479910210987619e-10,1.6740225281568507e-08,0.0,1.6740225281568507e-08,1.6959820421975219e-09,1.6959820421975219e-09,0.0
run_00001359,0.7071067811865476,31.793081008294873,8.888194417315589,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1359,5.0000000038027785,4.9999999961972215,0.0,0.0,30039.942746623838,30039.942746623838,5.00000000380278,4.99999999619722,4.0271056250523835e-10,4.0271056250523835e-10,0.0,0.0,1.2223608791828156e-09,1.2223608791828156e-09,4.027105624989884e-10,4.027105624989884e-10,7.605561683195192e-09,0.0,7.605561683195192e-09,8.054211249972825e-10,8.054211249972825e-10,0.0
run_00001360,0.7071067811865476,32.27072977172968,1.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,1360,7.78900464359722,2.210995356402572,0.0,0.0,79646.86184986409,79646.86184986406,7.789004643597395,2.210995356402527,1.7408297026122455e-13,4.574118861455645e-14,0.0,0.0,4.220055416226387e-10,5.529727786779404e-10,8.881784197001252e-16,8.881784197001252e-16,5.578009287194869,0.0,5.578009287194869,8.881784197001252e-16,8.881784197001252e-16,0.0
